Title,Fuel,Km,Price(L)
2019  Hyundai Venue S 1.2 Petrol [2019-2020],Petrol,19873,7.42
2019  Hyundai Venue S 1.2 Petrol [2019-2020],Petrol,9700,8.41
2019  Hyundai Venue S 1.2 Petrol [2019-2020],Petrol,16656,7.14
2019  Hyundai Venue S 1.2 Petrol [2019-2020],Petrol,29349,9.5
2019  Hyundai Venue S 1.2 Petrol [2019-2020],Petrol,44228,7.99
2019  Hyundai Venue S 1.2 Petrol [2019-2020],Petrol,45469,7.69
2019  Hyundai Venue S 1.2 Petrol [2019-2020],Petrol,19873,7.42
2019  Hyundai Venue S 1.2 Petrol [2019-2020],Petrol,9700,8.41
2019  Hyundai Venue S 1.2 Petrol [2019-2020],Petrol,19902,7.66
2019  Hyundai Venue S 1.4 CRDi,Diesel,58452,8.82
2019  Hyundai Venue SX (O) 1.0 Turbo iMT,Petrol,35570,10.65
2019  Hyundai Venue SX (O) 1.0 Turbo iMT,Petrol,36621,10.8
2019  Hyundai Venue SX (O) 1.0 Turbo iMT,Petrol,53235,8.53
2019  Hyundai Venue SX (O) 1.0 Turbo iMT,Petrol,28867,10.46
2019  Hyundai Venue SX (O) 1.0 Turbo iMT,Petrol,35570,10.65
2019  Hyundai Venue SX (O) 1.0 Turbo iMT,Petrol,36621,10.8
2019  Hyundai Venue SX (O) 1.0 Turbo iMT,Petrol,53235,8.53
2019  Hyundai Venue SX (O) 1.0 Turbo iMT,Petrol,28867,10.46
2019  Hyundai Venue SX (O) 1.0 Turbo iMT,Petrol,16049,9.74
2019  Hyundai Venue SX 1.0 (O) Petrol [2019-2020],Petrol,27127,11.27
2019  Hyundai Venue SX 1.0 (O) Petrol [2019-2020],Petrol,74070,9.4
2019  Hyundai Venue SX 1.0 (O) Petrol [2019-2020],Petrol,27127,11.27
2019  Hyundai Venue SX 1.0 (O) Petrol [2019-2020],Petrol,74070,9.4
2019  Hyundai Venue SX 1.0 (O) Petrol [2019-2020],Petrol,74070,9.4
2019  Hyundai Venue SX 1.0 (O) Petrol [2019-2020],Petrol,23361,12.17
2019  Hyundai Venue SX 1.0 Petrol [2019-2020],Petrol,20964,8.95
2019  Hyundai Venue SX 1.0 Petrol [2019-2020],Petrol,21452,9.5
2019  Hyundai Venue SX 1.0 Petrol [2019-2020],Petrol,20964,8.95
2019  Hyundai Venue SX 1.0 Petrol [2019-2020],Petrol,21452,9.5
2019  Hyundai Venue SX 1.0 Petrol [2019-2020],Petrol,33467,10.07
2019  Hyundai Venue SX 1.0 Turbo iMT,Petrol,12476,10.98
2019  Hyundai Venue SX 1.0 Turbo iMT,Petrol,17944,9.42
2019  Hyundai Venue SX 1.0 Turbo iMT,Petrol,12730,10.83
2019  Hyundai Venue SX 1.0 Turbo iMT,Petrol,17501,10.48
2019  Hyundai Venue SX 1.0 Turbo iMT,Petrol,17501,10.48
2019  Hyundai Venue SX 1.0 Turbo iMT,Petrol,12476,10.98
2019  Hyundai Venue SX 1.0 Turbo iMT,Petrol,17944,9.42
2019  Hyundai Venue SX 1.0 Turbo iMT,Petrol,12730,10.83
2019  Hyundai Venue SX 1.0 Turbo iMT,Petrol,17501,10.48
2019  Hyundai Venue SX 1.0 Turbo iMT,Petrol,17501,10.48
2019  Hyundai Venue SX 1.0 Turbo iMT,Petrol,18487,12.48
2019  Hyundai Venue SX 1.4 (O) CRDi,Diesel,55241,10.77
2019  Hyundai Venue SX 1.4 CRDi,Diesel,40882,10.99
2019  Hyundai Venue SX 1.4 CRDi,Diesel,40882,11.29
2019  Hyundai Venue SX 1.4 CRDi,Diesel,40882,10.99
2019  Hyundai Venue SX Plus 1.0 AT Petrol [2019-2020],Petrol,37876,10.55
2019  Hyundai Venue SX Plus 1.0 AT Petrol [2019-2020],Petrol,33467,10.37
2019  Hyundai Venue SX Plus 1.0 AT Petrol [2019-2020],Petrol,33467,10.37
2019  Hyundai Venue SX Plus 1.0 AT Petrol [2019-2020],Petrol,33467,10.37
2019  Hyundai Venue SX Plus 1.0 AT Petrol [2019-2020],Petrol,14381,10.51
2019  Hyundai Venue SX Plus 1.0 AT Petrol [2019-2020],Petrol,35000,10.75
2019  Hyundai Venue SX Plus 1.0 AT Petrol [2019-2020],Petrol,37876,10.55
2019  Hyundai Venue SX Plus 1.0 AT Petrol [2019-2020],Petrol,33467,10.37
2019  Hyundai Venue SX Plus 1.0 AT Petrol [2019-2020],Petrol,33467,10.37
2019  Hyundai Venue SX Plus 1.0 AT Petrol [2019-2020],Petrol,14381,10.51
2019  Hyundai Venue SX Plus 1.0 Turbo DCT,Petrol,31554,11.5
2019  Hyundai Venue SX Plus 1.0 Turbo DCT,Petrol,36000,10.75
2019  Hyundai Venue SX Plus 1.0 Turbo DCT,Petrol,36000,10.75
2019  Hyundai Venue SX Plus 1.0 Turbo DCT,Petrol,23200,9.75
2019  Hyundai Venue SX Plus 1.0 Turbo DCT,Petrol,23200,9.75
2019  Hyundai Venue SX Plus 1.0 Turbo DCT,Petrol,14381,10.66
2019  Hyundai Venue SX Plus 1.0 Turbo DCT,Petrol,14381,10.66
2019  Hyundai Venue SX Plus 1.0 Turbo DCT,Petrol,31554,11.5
2019  Hyundai Venue SX Plus 1.0 Turbo DCT,Petrol,36000,10.75
2019  Hyundai Venue SX Plus 1.0 Turbo DCT,Petrol,36000,10.75
2019  Hyundai Venue SX Plus 1.0 Turbo DCT,Petrol,23200,9.75
2019  Hyundai Venue SX Plus 1.0 Turbo DCT,Petrol,23200,9.75
2019  Hyundai Venue SX Plus 1.0 Turbo DCT,Petrol,14381,10.66
2019  Hyundai Venue SX Plus 1.0 Turbo DCT,Petrol,14381,10.66
2019  Hyundai Verna 1.6 CRDI SX,Diesel,85235,9.39
2019  Hyundai Verna 1.6 CRDI SX,Diesel,62677,10.55
2019  Hyundai Verna 1.6 CRDI SX,Diesel,42686,10.11
2019  Hyundai Verna 1.6 CRDI SX,Diesel,55241,10.44
2019  Hyundai Verna 1.6 CRDI SX (O),Diesel,61968,10
2019  Hyundai Verna 1.6 CRDI SX (O),Diesel,42686,9.94
2019  Hyundai Verna 1.6 VTVT SX,Petrol,8000,10.25
2019  Hyundai Verna 1.6 VTVT SX,Petrol,30611,10.82
2019  Hyundai Verna 1.6 VTVT SX,Petrol,30611,10.42
2019  Hyundai Verna 1.6 VTVT SX,Petrol,74422,10.03
2019  Hyundai Verna 1.6 VTVT SX (O),Petrol,12000,12.95
2019  Hyundai Verna 1.6 VTVT SX (O),Petrol,21390,11.45
2019  Hyundai Verna EX 1.4 CRDi,Diesel,45000,9.9
2019  Hyundai Verna EX 1.4 CRDi,Diesel,67000,9.5
2019  Hyundai Verna EX 1.4 CRDi,Diesel,71151,9.75
2019  Hyundai Verna EX 1.6 CRDi AT [2017-2018],Diesel,90165,9.89
2019  Hyundai Verna EX 1.6 CRDi AT [2017-2018],Diesel,48702,12.33
2019  Hyundai Verna EX 1.6 VTVT [2017-2018],Petrol,6093,8.85
2019  Hyundai Verna EX 1.6 VTVT [2017-2018],Petrol,87829,10.05
2019  Hyundai Verna EX 1.6 VTVT AT [2017-2018],Petrol,25093,9.89
2019  Hyundai Verna Fluidic 1.6 VTVT SX Opt AT,Petrol,22808,11.5
2019  Hyundai Verna Fluidic 1.6 VTVT SX Opt AT,Petrol,32000,10.8
2019  Hyundai Verna Fluidic 1.6 VTVT SX Opt AT,Petrol,20000,11.75
2019  Hyundai Verna SX (O) 1.6 CRDi AT,Diesel,27000,13
2019  Hyundai Verna SX (O) 1.6 CRDi AT,Diesel,87401,10.1
2019  Hyundai Verna SX (O) Anniversary Edition 1.6 CRDi,Diesel,36000,11.7
2019  Hyundai Verna SX (O) Anniversary Edition 1.6 CRDi,Diesel,36000,11.7
2019  Hyundai Verna SX (O) AT Anniversary Edition 1.6 VTVT,Petrol,32000,11.25
2019  Hyundai Verna SX Plus 1.6 CRDi AT,Diesel,16014,9.38
2019  Hyundai Verna SX Plus 1.6 CRDi AT,Diesel,19522,11.13
2019  Hyundai Verna SX Plus 1.6 CRDi AT,Diesel,47949,12.95
2019  Hyundai Verna SX Plus 1.6 CRDi AT,Diesel,30611,10.82
2019  Hyundai Verna SX Plus 1.6 VTVT AT,Petrol,58900,10.65
2019  Hyundai Verna SX Plus 1.6 VTVT AT,Petrol,50977,11.75
2019  Hyundai Verna SX Plus 1.6 VTVT AT,Petrol,25110,11.75
2019  Hyundai Verna SX Plus 1.6 VTVT AT,Petrol,19600,10.5
2019  Hyundai Verna SX Plus 1.6 VTVT AT,Petrol,5788,8.9
2019  Hyundai Xcent SX 1.2,Petrol,36000,5.5
2019  Hyundai Xcent SX 1.2,Petrol,36000,5.5
2019  Isuzu D-MAX V-Cross Standard,Diesel,29806,8.5
2019  Isuzu MU7 Base BS IV,Diesel,42000,19.96
2019  Isuzu MU-X 4x2,Diesel,48000,20
2019  Isuzu MU-X 4x4,Diesel,4000,29.5
2019  Jaguar F-Pace Prestige,Diesel,35000,49
2019  Jaguar F-Pace Prestige,Diesel,38710,59.75
2019  Jaguar F-Pace Prestige,Diesel,30600,45.5
2019  Jaguar F-Pace Prestige,Diesel,30600,45.5
2019  Jaguar F-Pace Prestige,Diesel,35000,42.5
2019  Jaguar F-Pace Prestige,Diesel,60000,43.5
2019  Jaguar F-Pace Prestige,Diesel,30600,45.5
2019  Jaguar F-Pace Prestige,Diesel,35000,49
2019  Jaguar F-Pace Prestige,Diesel,35000,59.5
2019  Jaguar F-Pace Prestige,Diesel,35000,58
2019  Jaguar F-Type Coupe,Petrol,5000,92
2019  Jaguar F-Type R Coupe,Petrol,5500,95
2019  Jaguar F-Type R Coupe,Petrol,5500,95
2019  Jaguar F-Type R Coupe,Petrol,5500,95
2019  Jaguar F-Type R Coupe,Petrol,5500,95
2019  Jaguar XE Portfolio,Petrol,20000,30
2019  Jaguar XE Portfolio,Petrol,20000,29
2019  Jaguar XE Prestige Diesel,Diesel,47000,33.5
2019  Jaguar XE Prestige Diesel,Diesel,47000,33.5
2019  Jaguar XE Prestige Diesel,Diesel,35000,33.5
2019  Jaguar XE Prestige Diesel,Diesel,390000,33
2019  Jaguar XE S,Petrol,42000,40
2019  Jaguar XE SE Diesel,Diesel,22000,40
2019  Jaguar XF 2.2 Diesel Luxury,Diesel,28500,37.5
2019  Jaguar XF Portfolio Petrol CBU,Petrol,14000,47
2019  Jaguar XF Prestige Diesel CBU,Diesel,19000,35.49
2019  Jaguar XF Prestige Diesel CBU,Diesel,16000,37
2019  Jaguar XF Prestige Diesel CBU,Diesel,13500,36.5
2019  Jaguar XF Prestige Diesel CBU,Diesel,38000,34.9
2019  Jaguar XF Prestige Diesel CBU,Diesel,14000,36
2019  Jaguar XJ L 3.0 Portfolio,Diesel,34000,71.5
2019  Jeep Compass Limited (O) 1.4 Petrol AT [2017-2020],Petrol,28111,18.25
2019  Jeep Compass Limited (O) 1.4 Petrol AT [2017-2020],Petrol,30464,18.91
2019  Jeep Compass Limited (O) 1.4 Petrol AT [2017-2020],Petrol,25453,18.22
2019  Jeep Compass Limited 1.4 Petrol AT [2017-2020],Petrol,9000,19.75
2019  Jeep Compass Limited 1.4 Petrol AT [2017-2020],Petrol,9000,19.75
2019  Jeep Compass Limited 1.4 Petrol AT [2017-2020],Petrol,27000,16.99
2019  Jeep Compass Limited 1.4 Petrol AT [2017-2020],Petrol,3777,19.16
2019  Jeep Compass Limited 1.4 Petrol AT [2017-2020],Petrol,27000,16.5
2019  Jeep Compass Limited 1.4 Petrol AT [2017-2020],Petrol,34137,20
2019  Jeep Compass Limited 2.0 Diesel [2017-2020],Diesel,57000,13.5
2019  Jeep Compass Limited 2.0 Diesel [2017-2020],Diesel,25000,16.5
2019  Jeep Compass Limited 2.0 Diesel [2017-2020],Diesel,3709,20.45
2019  Jeep Compass Limited 2.0 Diesel [2017-2020],Diesel,40550,15.19
2019  Jeep Compass Limited 2.0 Diesel [2017-2020],Diesel,40550,14.65
2019  Jeep Compass Limited Plus Diesel [2018-2020],Diesel,64500,18.99
2019  Jeep Compass Limited Plus Diesel [2018-2020],Diesel,63924,19.95
2019  Jeep Compass Limited Plus Diesel [2018-2020],Diesel,56416,15.99
2019  Jeep Compass Limited Plus Diesel [2018-2020],Diesel,49000,16.5
2019  Jeep Compass Limited Plus Diesel [2018-2020],Diesel,64626,19.45
2019  Jeep Compass Limited Plus Petrol AT [2018-2020],Petrol,27000,19.55
2019  Jeep Compass Limited Plus Petrol AT [2018-2020],Petrol,27000,19.55
2019  Jeep Compass Limited Plus Petrol AT [2018-2020],Petrol,46000,18.95
2019  Jeep Compass Limited Plus Petrol AT [2018-2020],Petrol,20000,21
2019  Jeep Compass Limited Plus Petrol AT [2018-2020],Petrol,24325,22.95
2019  Jeep Compass Limited Plus Petrol AT [2018-2020],Petrol,53000,16.49
2019  Jeep Compass Limited Plus Petrol AT [2018-2020],Petrol,46000,18.95
2019  Jeep Compass Limited Plus Petrol AT [2018-2020],Petrol,26062,17.79
2019  Jeep Compass Longitude (O) 2.0 Diesel [2017-2020],Diesel,43922,15.9
2019  Jeep Compass Longitude (O) 2.0 Diesel [2017-2020],Diesel,36775,15.5
2019  Jeep Compass Longitude (O) 2.0 Diesel [2017-2020],Diesel,22656,16.28
2019  Jeep Compass Longitude (O) 2.0 Diesel [2017-2020],Diesel,22656,16.15
2019  Jeep Compass Longitude 2.0 Diesel [2017-2020],Diesel,22689,15.79
2019  Jeep Compass Longitude 2.0 Diesel [2017-2020],Diesel,23128,19.23
2019  Jeep Compass Sport 1.4 Petrol,Petrol,33851,14.45
2019  Jeep Compass Sport 1.4 Petrol,Petrol,32553,13.17
2019  Jeep Compass Sport 1.4 Petrol,Petrol,10488,12.83
2019  Jeep Compass Sport 1.4 Petrol,Petrol,23000,16.95
2019  Jeep Compass Sport 2.0 Diesel,Diesel,36149,17.75
2019  Jeep Compass Sport 2.0 Diesel,Diesel,77081,13.6
2019  Jeep Compass Sport Plus 1.4 Petrol [2019-2020],Petrol,20050,14.25
2019  Jeep Compass Sport Plus 1.4 Petrol [2019-2020],Petrol,10488,13.14
2019  Jeep Compass Sport Plus 1.4 Petrol [2019-2020],Petrol,10710,12.78
2019  Jeep Compass Sport Plus 1.4 Petrol [2019-2020],Petrol,33867,12.45
2019  Jeep Compass Sport Plus 1.4 Petrol [2019-2020],Petrol,9800,16.95
2019  Jeep Compass Trailhawk (O) 2.0 4x4,Diesel,29045,23.95
2019  Jeep Compass Trailhawk (O) 2.0 4x4,Diesel,29045,24.95
2019  Jeep Wrangler Unlimited 4x4 Diesel,Diesel,80000,11.75
2019  Jeep Wrangler Unlimited 4x4 Petrol,Petrol,22500,46.5
2019  Kia Seltos GTK 1.4 Dual Tone [2019-2020],Petrol,45343,17.21
2019  Kia Seltos GTK 1.4 Dual Tone [2019-2020],Petrol,25215,11.94
2019  Kia Seltos GTK 1.4 Dual Tone [2019-2020],Petrol,25215,11.73
2019  Kia Seltos GTK 1.4 Dual Tone [2019-2020],Petrol,25215,11.94
2019  Kia Seltos GTK 1.4 Dual Tone [2019-2020],Petrol,44153,14.03
2019  Kia Seltos GTK 1.4 Dual Tone [2019-2020],Petrol,40509,14.97
2019  Kia Seltos GTX 1.4,Petrol,61583,12.75
2019  Kia Seltos GTX 1.4,Petrol,21820,14.4
2019  Kia Seltos GTX 1.4,Petrol,13681,15.92
2019  Kia Seltos GTX 1.4,Petrol,46733,15.85
2019  Kia Seltos GTX 1.4,Petrol,71654,13.48
2019  Kia Seltos GTX 1.4,Petrol,10882,17.81
2019  Kia Seltos GTX 1.4,Petrol,11689,15.44
2019  Kia Seltos GTX 1.4,Petrol,18541,15.56
2019  Kia Seltos GTX 1.4,Petrol,46733,15.85
2019  Kia Seltos GTX 1.4 Dual Tone,Petrol,13445,17.67
2019  Kia Seltos GTX 1.4 Dual Tone,Petrol,19414,18.33
2019  Kia Seltos GTX AT 1.4,Petrol,57600,15.25
2019  Kia Seltos GTX AT 1.4,Petrol,60896,12.89
2019  Kia Seltos GTX Plus 1.4 [2020-2021],Petrol,35188,15.75
2019  Kia Seltos GTX Plus 1.4 [2020-2021],Petrol,35094,16.69
2019  Kia Seltos GTX Plus 1.4 [2020-2021],Petrol,30522,14.6
2019  Kia Seltos GTX Plus 1.4 [2020-2021],Petrol,18541,16.49
2019  Kia Seltos GTX Plus 1.4 [2020-2021],Petrol,71886,12.65
2019  Kia Seltos GTX Plus 1.4 [2020-2021],Petrol,30882,14.36
2019  Kia Seltos GTX Plus 1.4 DCT,Petrol,36000,15.9
2019  Kia Seltos GTX Plus 1.4 DCT,Petrol,32478,16.85
2019  Kia Seltos GTX Plus 1.4 DCT,Petrol,13445,17.06
2019  Kia Seltos GTX Plus 1.4 DCT,Petrol,41769,16.59
2019  Kia Seltos GTX Plus 1.4 DCT,Petrol,41987,15.05
2019  Kia Seltos GTX Plus AT 1.4 [2019-2020],Petrol,9000,17.75
2019  Kia Seltos GTX Plus AT 1.4 [2019-2020],Petrol,9000,17.75
2019  Kia Seltos GTX Plus AT 1.4 [2019-2020],Petrol,24000,17.5
2019  Kia Seltos GTX Plus AT 1.4 [2019-2020],Petrol,24000,17.5
2019  Kia Seltos GTX Plus AT 1.4 [2019-2020],Petrol,15000,16.85
2019  Kia Seltos GTX Plus AT 1.4 [2019-2020],Petrol,31973,17.5
2019  Kia Seltos GTX Plus AT 1.4 [2019-2020],Petrol,44829,16.5
2019  Kia Seltos GTX Plus AT 1.4 [2019-2020],Petrol,44000,16.5
2019  Kia Seltos GTX Plus AT 1.4 [2019-2020],Petrol,20800,16.9
2019  Kia Seltos GTX Plus AT 1.4 [2019-2020],Petrol,52000,15.75
2019  Kia Seltos GTX Plus AT 1.4 [2019-2020],Petrol,52000,15.75
2019  Kia Seltos GTX Plus AT 1.4 [2019-2020],Petrol,28000,15.3
2019  Kia Seltos GTX Plus AT 1.4 [2019-2020],Petrol,60896,13.61
2019  Kia Seltos GTX Plus AT 1.4 [2019-2020],Petrol,45343,17.21
2019  Kia Seltos GTX Plus AT 1.4 [2019-2020],Petrol,10205,20.54
2019  Kia Seltos GTX Plus AT 1.5 Diesel [2019-2020],Diesel,31206,17.47
2019  Kia Seltos GTX Plus AT 1.5 Diesel [2019-2020],Diesel,31367,17.42
2019  Kia Seltos GTX Plus AT 1.5 Diesel [2019-2020],Diesel,69325,16.93
2019  Kia Seltos GTX Plus AT 1.5 Diesel [2019-2020],Diesel,69325,16.93
2019  Kia Seltos GTX Plus AT 1.5 Diesel [2019-2020],Diesel,10427,19.93
2019  Kia Seltos HTE 1.5,Petrol,55516,9.85
2019  Kia Seltos HTK 1.5 [2020-2021],Petrol,57774,10.95
2019  Kia Seltos HTK 1.5 [2020-2021],Petrol,19970,11.6
2019  Kia Seltos HTK 1.5 [2020-2021],Petrol,36999,10.09
2019  Kia Seltos HTK 1.5 [2020-2021],Petrol,35614,12.41
2019  Kia Seltos HTK 1.5 [2020-2021],Petrol,35765,11.72
2019  Kia Seltos HTK 1.5 Diesel [2020-2021],Diesel,62846,12.11
2019  Kia Seltos HTK 1.5 Diesel [2020-2021],Diesel,50000,13.75
2019  Kia Seltos HTK 1.5 Diesel [2020-2021],Diesel,36999,9.79
2019  Kia Seltos HTK Plus 1.5 [2019-2020],Petrol,19894,11.65
2019  Kia Seltos HTK Plus 1.5 [2019-2020],Petrol,35614,12.41
2019  Kia Seltos HTK Plus 1.5 [2019-2020],Petrol,36999,10.09
2019  Kia Seltos HTK Plus 1.5 [2019-2020],Petrol,37184,16.79
2019  Kia Seltos HTK Plus 1.5 [2019-2020],Petrol,52000,10
2019  Kia Seltos HTK Plus 1.5 Diesel,Diesel,28974,15.49
2019  Kia Seltos HTK Plus 1.5 Diesel,Diesel,28974,15.49
2019  Kia Seltos HTK Plus 1.5 Diesel,Diesel,62627,12.99
2019  Kia Seltos HTK Plus AT 1.5 Diesel [2020-2021],Diesel,48760,15.5
2019  Kia Seltos HTK Plus AT 1.5 Diesel [2020-2021],Diesel,39882,13.4
2019  Kia Seltos HTK Plus AT 1.5 Diesel [2020-2021],Diesel,39882,13.75
2019  Kia Seltos HTK Plus AT 1.5 Diesel [2020-2021],Diesel,39882,13.75
2019  Kia Seltos HTX 1.5 [2019-2020],Petrol,20139,12.21
2019  Kia Seltos HTX 1.5 [2019-2020],Petrol,9722,11.26
2019  Kia Seltos HTX 1.5 Diesel,Diesel,61867,14.42
2019  Kia Seltos HTX 1.5 Diesel,Diesel,61867,14.42
2019  Kia Seltos HTX 1.5 Diesel Dual Tone [2019-2020],Diesel,56875,13.1
2019  Kia Seltos HTX Plus 1.5 Diesel [2020-2021],Diesel,28974,15.49
2019  Kia Seltos HTX Plus 1.5 Diesel [2020-2021],Diesel,37157,16.14
2019  Kia Seltos HTX Plus 1.5 Diesel [2020-2021],Diesel,51000,15.75
2019  Kia Seltos HTX Plus AT 1.5 Diesel [2019-2020],Diesel,50228,17.5
2019  Kia Seltos HTX Plus AT 1.5 Diesel [2019-2020],Diesel,24964,14.91
2019  Kia Seltos HTX Plus AT 1.5 Diesel [2019-2020],Diesel,35180,14.38
2019  Kia Seltos HTX Plus AT 1.5 Diesel [2019-2020],Diesel,61867,14.37
2019  Kia Seltos HTX Plus AT 1.5 Diesel [2019-2020],Diesel,61867,14.42
2019  Kia Seltos HTX Plus AT 1.5 Diesel [2019-2020],Diesel,61867,14.42
2019  Land Rover Discovery 2.0 HSE 4WD Diesel,Diesel,7000,105
2019  Land Rover Discovery 2.0 HSE 4WD Diesel,Diesel,46000,48
2019  Land Rover Discovery Sport HSE,Diesel,46000,48
2019  Land Rover Discovery Sport HSE,Diesel,56000,50
2019  Land Rover Discovery Sport HSE,Diesel,46000,50
2019  Land Rover Discovery Sport HSE 7-Seater,Diesel,50000,49.5
2019  Land Rover Discovery Sport HSE 7-Seater,Diesel,41000,42
2019  Land Rover Discovery Sport HSE Luxury,Diesel,38144,43.07
2019  Land Rover Discovery Sport HSE Luxury,Diesel,35060,55
2019  Land Rover Discovery Sport HSE Luxury,Diesel,66500,49.5
2019  Land Rover Discovery Sport HSE Luxury 7-Seater,Diesel,50000,49.5
2019  Land Rover Discovery Sport HSE Luxury 7-Seater,Diesel,55000,44
2019  Land Rover Discovery Sport HSE Luxury 7-Seater,Diesel,26000,51
2019  Land Rover Discovery Sport HSE Petrol,Petrol,37000,46
2019  Land Rover Discovery Sport HSE Petrol 7-Seater,Petrol,13631,49.75
2019  Land Rover Discovery Sport Landmark Edition,Diesel,38000,43.5
2019  Land Rover Discovery Sport S,Diesel,6000,65
2019  Land Rover Discovery Sport SE,Diesel,27000,44.5
2019  Land Rover Discovery Sport SE,Diesel,27000,44.5
2019  Land Rover Discovery Sport SE,Diesel,27000,44.5
2019  Land Rover Range Rover 3.0 V6 Diesel Vogue,Diesel,63000,193
2019  Land Rover Range Rover 3.0 V6 Diesel Vogue,Diesel,17500,225
2019  Land Rover Range Rover 3.0 V6 Diesel Vogue,Diesel,19000,220
2019  Land Rover Range Rover 3.0 V6 Diesel Vogue,Diesel,63000,193
2019  Land Rover Range Rover 3.0 V6 Diesel Vogue,Diesel,17500,225
2019  Land Rover Range Rover 3.0 V6 Diesel Vogue,Diesel,19000,220
2019  Land Rover Range Rover 3.0 V6 Diesel Vogue LWB,Diesel,20000,225
2019  Land Rover Range Rover 3.0 V6 Diesel Vogue LWB,Diesel,62000,175
2019  Land Rover Range Rover 3.0 V6 Diesel Vogue LWB,Diesel,20000,225
2019  Land Rover Range Rover 3.0 V6 Diesel Vogue LWB,Diesel,62000,175
2019  Land Rover Range Rover 3.0 V6 Petrol Vogue,Petrol,41000,194
2019  Land Rover Range Rover 3.0 V6 Petrol Vogue,Petrol,49000,195
2019  Land Rover Range Rover 3.0 V6 Petrol Vogue,Petrol,21000,192
2019  Land Rover Range Rover 3.0 V6 Petrol Vogue,Petrol,41000,194
2019  Land Rover Range Rover 3.0 V6 Petrol Vogue,Petrol,49000,195
2019  Land Rover Range Rover 3.0 V6 Petrol Vogue,Petrol,41000,194
2019  Land Rover Range Rover 3.0 V6 Petrol Vogue,Petrol,21000,192
2019  Land Rover Range Rover 4.4 SDV8 Autobiography LWB,Diesel,59000,190
2019  Land Rover Range Rover 4.4 SDV8 Autobiography LWB,Diesel,59000,190
2019  Land Rover Range Rover 4.4 SDV8 Autobiography LWB,Diesel,59000,190
2019  Land Rover Range Rover Evoque HSE,Diesel,70000,45.5
2019  Land Rover Range Rover Evoque HSE Dynamic,Diesel,29781,48.99
2019  Land Rover Range Rover Evoque Landmark Edition,Diesel,27600,57.5
2019  Land Rover Range Rover Sport HSE 2.0 Petrol [2019-2020],Petrol,5900,120
2019  Land Rover Range Rover Sport HSE Dynamic 3.0 Diesel,Diesel,6050,160
2019  Land Rover Range Rover Sport SDV6 HSE,Diesel,11203,119
2019  Land Rover Range Rover Sport SDV6 SE,Diesel,33000,132
2019  Land Rover Range Rover Sport SDV6 SE,Diesel,51000,108
2019  Land Rover Range Rover Sport SDV6 SE,Diesel,39012,132
2019  Land Rover Range Rover Sport SDV6 SE,Diesel,33000,132
2019  Land Rover Range Rover Sport SDV6 SE,Diesel,51000,108
2019  Land Rover Range Rover Sport SDV6 SE,Diesel,30000,110
2019  Land Rover Range Rover Sport SE 3.0 Diesel [2018-2020],Diesel,36135,136
2019  Land Rover Range Rover Sport SE 3.0 Diesel [2018-2020],Diesel,36000,136
2019  Land Rover Range Rover Sport V6 SE,Petrol,39220,132
2019  Land Rover Range Rover Sport V6 SE,Petrol,39012,132
2019  Land Rover Range Rover Velar 2.0 R-Dynamic HSE Diesel 180,Diesel,85627,64.99
2019  Land Rover Range Rover Velar 2.0 R-Dynamic HSE Diesel 180,Diesel,85626,64.99
2019  Land Rover Range Rover Velar 2.0 R-Dynamic HSE Diesel 180,Diesel,85627,64.99
2019  Land Rover Range Rover Velar 2.0 R-Dynamic Petrol 250,Petrol,18750,81.99
2019  Land Rover Range Rover Velar 2.0 R-Dynamic Petrol 250,Petrol,18750,81.99
2019  Land Rover Range Rover Velar 2.0 R-Dynamic S Diesel 180,Diesel,36000,85
2019  Land Rover Range Rover Velar 2.0 R-Dynamic SE Petrol 250,Petrol,14888,80
2019  Land Rover Range Rover Velar 2.0 R-Dynamic S Petrol 250 [2017-2020],Petrol,29000,80.5
2019  Land Rover Range Rover Velar 2.0 R-Dynamic S Petrol 250 [2017-2020],Petrol,29000,80.5
2019  Land Rover Range Rover Velar 2.0 S Petrol 250,Petrol,20000,83.5
2019  Land Rover Range Rover Velar 2.0 S Petrol 250,Petrol,20000,83.5
2019  Lexus ES 300h Luxury [2020-2021],Hybrid,29000,55
2019  Lexus ES 300h Luxury [2020-2021],Hybrid,37000,59
2019  Lexus ES 300h Luxury [2020-2021],Hybrid,28000,54.99
2019  Lexus NX 300h Luxury [2017-2020],Petrol,48000,50.25
2019  Lexus NX 300h Luxury [2017-2020],Petrol,7000,59
2019  Lexus NX 300h Luxury [2017-2020],Petrol,50000,50
2019  Mahindra Alturas G4 4WD AT [2018-2020],Diesel,55000,25.5
2019  Mahindra Alturas G4 4WD AT [2018-2020],Diesel,90000,23.5
2019  Mahindra Alturas G4 4WD AT [2018-2020],Diesel,28000,21.5
2019  Mahindra Alturas G4 4WD AT [2018-2020],Diesel,100000,21.9
2019  Mahindra Alturas G4 4WD AT [2018-2020],Diesel,76000,29.5
2019  Mahindra Alturas G4 4WD AT [2018-2020],Diesel,12800,27.5
2019  Mahindra Alturas G4 4WD AT [2018-2020],Diesel,51534,24
2019  Mahindra Alturas G4 4WD AT [2018-2020],Diesel,130000,25.75
2019  Mahindra Alturas G4 4WD AT [2018-2020],Diesel,32000,27.5
2019  Mahindra Alturas G4 4WD AT [2018-2020],Diesel,45000,28.5
