Title,Fuel,Km,Price(L)
2008  Chevrolet Optra SRV 1.6,Petrol,70000,2.2
2008  Chevrolet Optra SRV 1.6,Petrol,70000,2.2
2008  Chevrolet Optra SRV 1.6,Petrol,70000,2.2
2008  Chevrolet Optra SRV 1.6,Petrol,70000,2.2
2008  Chevrolet Optra SRV 1.6 Opt,Petrol,40000,1.5
2008  Chevrolet Optra SRV 1.6 Opt,Petrol,40000,2.7
2008  Chevrolet Optra SRV 1.6 Opt,Petrol,40000,1.6
2008  Chevrolet Optra SRV 1.6 Opt,Petrol,40000,1.5
2008  Chevrolet Optra SRV 1.6 Opt,Petrol,40000,2.7
2008  Chevrolet Optra SRV 1.6 Opt,Petrol,40000,1.6
2008  Chevrolet Optra SRV 1.6 Opt,Petrol,40000,1.5
2008  Chevrolet Optra SRV 1.6 Opt,Petrol,40000,2.7
2008  Chevrolet Optra SRV 1.6 Opt,Petrol,40000,1.6
2008  Chevrolet Optra SRV 1.6 Opt,Petrol,40000,1.5
2008  Chevrolet Optra SRV 1.6 Opt,Petrol,40000,2.7
2008  Chevrolet Optra SRV 1.6 Opt,Petrol,40000,1.6
2008  Chevrolet Optra SRV 1.6 Opt,Petrol,40000,1.5
2008  Chevrolet Optra SRV 1.6 Opt,Petrol,40000,2.7
2008  Chevrolet Optra SRV 1.6 Opt,Petrol,40000,1.6
2008  Chevrolet Optra SRV 1.6 Opt,Petrol,40000,1.5
2008  Chevrolet Optra SRV 1.6 Opt,Petrol,40000,2.7
2008  Chevrolet Optra SRV 1.6 Opt,Petrol,40000,1.6
2008  Chevrolet Spark 1,Petrol,120000,1.25
2008  Chevrolet Spark 1,Petrol,44800,0.68
2008  Chevrolet Spark 1,Petrol,53000,1.25
2008  Chevrolet Spark 1,Petrol,20000,1.4
2008  Chevrolet Spark 1,Petrol,39000,1.48
2008  Chevrolet Spark 1,Petrol,88000,1.3
2008  Chevrolet Spark 1,Petrol,90000,1.2
2008  Chevrolet Spark E 1.0,Petrol,71000,0.985
2008  Chevrolet Spark E 1.0,Petrol,58000,1.2
2008  Chevrolet Spark E 1.0,Petrol,37000,1.28
2008  Chevrolet Spark LS 1.0,Petrol,79250,1.7
2008  Chevrolet Spark LS 1.0,Petrol,150000,0.9
2008  Chevrolet Spark LS 1.0,Petrol,71000,1.2
2008  Chevrolet Spark LS 1.0,Petrol,115000,1.2
2008  Chevrolet Spark LS 1.0,Petrol,74000,1.36
2008  Chevrolet Spark LS 1.0,Petrol,67000,1.25
2008  Chevrolet Spark LS 1.0,Petrol,93462,1.07
2008  Chevrolet Spark LS 1.0,Petrol,60000,0.75
2008  Chevrolet Spark LS 1.0,Petrol,122000,1.25
2008  Chevrolet Spark LS 1.0,Petrol,48000,1.41
2008  Chevrolet Spark LS 1.0,Petrol,42000,1
2008  Chevrolet Spark LS 1.0,Petrol,88000,1.6
2008  Chevrolet Spark LS 1.0,Petrol,58000,1.8
2008  Chevrolet Spark LS 1.0 LPG,LPG,39990,0.95
2008  Chevrolet Spark LS 1.0 Muzic,Petrol,74000,1.1
2008  Chevrolet Spark LT 1.0,Petrol,73000,0.8
2008  Chevrolet Spark LT 1.0,Petrol,31000,1.42
2008  Chevrolet Spark LT 1.0,Petrol,60000,0.9
2008  Chevrolet Spark LT 1.0,Petrol,38500,1.2
2008  Chevrolet Spark LT 1.0,Petrol,85300,0.45
2008  Chevrolet Spark LT 1.0,Petrol,77811,1.7
2008  Chevrolet Spark LT 1.0,Petrol,31000,1.42
2008  Chevrolet Spark LT 1.0,Petrol,50000,1.12
2008  Chevrolet Spark LT 1.0,Petrol,17000,1.1
2008  Chevrolet Spark LT 1.0,Petrol,65000,1.2
2008  Chevrolet Spark LT 1.0,Petrol,56000,1
2008  Chevrolet Spark PS 1.0,Petrol,34995,0.65
2008  Chevrolet Tavera NY B1 10-Seater - BS II,Diesel,200000,1.5
2008  Chevrolet Tavera NY B1 10-Seater - BS II,Diesel,200000,1.5
2008  Chevrolet Tavera NY B1 10-Seater - BS II,Diesel,200000,1.5
2008  Chevrolet Tavera NY B1 10-Seater - BS II,Diesel,200000,1.5
2008  Chevrolet Tavera NY B1 10-Seater - BS II,Diesel,200000,1.5
2008  Chevrolet Tavera NY B1 10-Seater - BS II,Diesel,200000,1.5
2008  Chevrolet Tavera NY B1 10-Seater - BS II,Diesel,200000,1.5
2008  Chevrolet Tourer Convertible,Petrol,168000,3.5
2008  Chevrolet Tourer Convertible,Petrol,168000,3.5
2008  Chevrolet Tourer Convertible,Petrol,168000,3.5
2008  Chevrolet Tourer Convertible,Petrol,168000,3.5
2008  Chevrolet Tourer Convertible,Petrol,168000,3.5
2008  Chevrolet Tourer Convertible,Petrol,168000,3.5
2008  Chevrolet Tourer Convertible,Petrol,168000,3.5
2008  Chevrolet Tourer Convertible,Petrol,168000,3.5
2008  Ferrari 599 GTB Fiorano Coupe,Petrol,2800,195
2008  Ferrari 599 GTB Fiorano Coupe,Petrol,2800,195
2008  Fiat 1100 Petrol,Petrol,69000,1.1
2008  Fiat Palio Stile SDX 1.3,Diesel,44000,1.25
2008  Fiat Palio Stile SDX 1.3,Diesel,44000,1.8
2008  Fiat Palio Stile SDX 1.3,Diesel,70000,2.25
2008  Fiat Palio Stile SLX 1.1,Petrol,55000,0.7
2008  Ford Endeavour XLT TDCi 4x2,Diesel,150000,7.7
2008  Ford Endeavour XLT TDCi 4x2 Ltd,Diesel,140068,4.8
2008  Ford Fiesta EXi 1.4 Ltd,Petrol,80000,2.5
2008  Ford Fiesta EXi 1.4 TDCi,Diesel,242000,2
2008  Ford Fiesta EXi 1.4 TDCi Ltd,Diesel,79000,1.55
2008  Ford Fiesta EXi 1.4 TDCi Ltd,Diesel,145000,1.2
2008  Ford Fiesta EXi 1.4 TDCi Ltd,Diesel,21199,1.85
2008  Ford Fiesta EXi 1.4 TDCi Ltd,Diesel,50000,1.75
2008  Ford Fiesta EXi 1.4 TDCi Ltd,Diesel,140000,2
2008  Ford Fiesta EXi 1.4 TDCi Ltd,Diesel,135000,1.75
2008  Ford Fiesta EXi 1.4 TDCi Ltd,Diesel,136000,2
2008  Ford Fiesta EXi 1.6,Petrol,100000,1.2
2008  Ford Fiesta SXi 1.4 TDCi,Diesel,55000,1.95
2008  Ford Fiesta SXi 1.4 TDCi ABS,Diesel,169000,2
2008  Ford Fiesta SXi 1.4 TDCi ABS,Diesel,170000,1.4
2008  Ford Fiesta SXi 1.4 TDCi ABS,Diesel,142374,3
2008  Ford Fiesta SXi 1.4 TDCi ABS,Diesel,170000,2.35
2008  Ford Fiesta SXi 1.4 TDCi ABS,Diesel,125000,1.2
2008  Ford Fiesta ZXi 1.4 Ltd,Petrol,110000,2
2008  Ford Fiesta ZXi 1.4 TDCi,Diesel,218000,2.2
2008  Ford Fiesta ZXi 1.4 TDCi,Diesel,180000,2
2008  Ford Fiesta ZXi 1.4 TDCi,Diesel,122300,2.5
2008  Ford Fiesta ZXi 1.4 TDCi ABS,Diesel,93600,1.25
2008  Ford Fiesta ZXi 1.4 TDCi ABS,Diesel,75000,0.98
2008  Ford Fiesta ZXi 1.4 TDCi Ltd,Diesel,219000,1.89
2008  Ford Fiesta ZXi 1.4 TDCi Ltd,Diesel,85000,0.9
2008  Ford Fiesta ZXi 1.6,Petrol,77000,1.7
2008  Ford Fiesta ZXi 1.6,Petrol,70000,0.8
2008  Ford Fiesta ZXi 1.6,Petrol,77000,0.8
2008  Ford Fiesta ZXi 1.6,Petrol,88000,1.55
2008  Ford Fusion 1.4 TDCi Diesel,Diesel,138000,2.5
2008  Ford Fusion 1.4 TDCi Diesel,Diesel,85000,1.8
2008  Ford Fusion 1.4 TDCi Diesel,Diesel,180000,1.5
2008  Ford Fusion 1.6 Petrol,Petrol,30000,0.5
2008  Ford Fusion 1.6 Petrol,Petrol,30000,0.5
2008  Ford Fusion Plus Diesel,Diesel,65000,1
2008  Ford Ikon 1.3 Flair,Petrol,93928,1.5
2008  Ford Ikon 1.3 Flair,Petrol,31100,2.25
2008  Ford Ikon 1.3 Flair,Petrol,80000,1
2008  Ford Ikon 1.3 Flair,Petrol,70000,1.2
2008  Ford Ikon 1.3 Flair,Petrol,68000,1.05
2008  Ford Ikon 1.3 Flair,Petrol,110000,1.75
2008  Ford Ikon 1.3 Flair,Petrol,90155,2.5
2008  Ford Ikon 1.3 Flair,Petrol,89000,1.2
2008  Ford Ikon 1.6 EXi NXt,Petrol,80000,1.15
2008  Ford Ikon 1.6 SXi,Petrol,46000,1.5
2008  Ford Ikon 1.8 ZXi,Diesel,92000,2.45
2008  Hindustan Motors Ambassador Classic 2000 DSZ AC PS,Diesel,13500,3.1
2008  Honda Accord 2.4 AT,Petrol,105000,3
2008  Honda Accord 2.4 AT,Petrol,87000,2.4
2008  Honda Accord 2.4 AT,Petrol,60000,4
2008  Honda Accord 2.4 AT,Petrol,55000,5.3
2008  Honda Accord 2.4 AT,Petrol,62000,2.2
2008  Honda Accord 2.4 AT,Petrol,134000,4
2008  Honda Accord 2.4 AT,Petrol,70000,2.8
2008  Honda Accord 2.4 AT,Petrol,105000,3
2008  Honda Accord 2.4 AT,Petrol,87000,2.4
2008  Honda Accord 2.4 AT,Petrol,60000,4
2008  Honda Accord 2.4 AT,Petrol,55000,5.3
2008  Honda Accord 2.4 AT,Petrol,62000,2.2
2008  Honda Accord 2.4 AT,Petrol,134000,4
2008  Honda Accord 2.4 AT,Petrol,105000,3
2008  Honda Accord 2.4 AT,Petrol,87000,2.4
2008  Honda Accord 2.4 Elegance AT,Petrol,65000,3.25
2008  Honda Accord 2.4 Elegance AT,Petrol,74000,2.7
2008  Honda Accord 2.4 Elegance AT,Petrol,93000,4.25
2008  Honda Accord 2.4 Elegance AT,Petrol,88000,3.5
2008  Honda Accord 2.4 Elegance AT,Petrol,65000,3.25
2008  Honda Accord 2.4 Elegance AT,Petrol,74000,2.7
2008  Honda Accord 2.4 Elegance AT,Petrol,93000,4.25
2008  Honda Accord 2.4 Elegance AT,Petrol,88000,3.5
2008  Honda Accord 2.4 Elegance AT,Petrol,65000,3.25
2008  Honda Accord 2.4 Elegance AT,Petrol,74000,2.7
2008  Honda Accord 2.4 Elegance MT,Petrol,19580,4.2
2008  Honda Accord 2.4 Elegance MT,Petrol,68000,1.75
2008  Honda Accord 2.4 Elegance MT,Petrol,19580,4.2
2008  Honda Accord 2.4 Elegance MT,Petrol,68000,1.75
2008  Honda Accord 2.4 Elegance MT,Petrol,19580,4.2
2008  Honda Accord 2.4 Inspire AT,Petrol,110000,2.3
2008  Honda Accord 2.4 Inspire AT,Petrol,110000,2.3
2008  Honda Accord 2.4 Inspire MT,Petrol,97000,2.1
2008  Honda Accord 2.4 Inspire MT,Petrol,99000,3
2008  Honda Accord 2.4 Inspire MT,Petrol,91000,3.6
2008  Honda Accord 2.4 Inspire MT,Petrol,125000,2.89
2008  Honda Accord 2.4 Inspire MT,Petrol,97000,2.1
2008  Honda Accord 2.4 Inspire MT,Petrol,99000,3
2008  Honda Accord 2.4 Inspire MT,Petrol,91000,3.6
2008  Honda Accord 2.4 Inspire MT,Petrol,125000,2.89
2008  Honda Accord 2.4 Inspire MT,Petrol,97000,2.1
2008  Honda Accord 2.4 Inspire MT,Petrol,99000,3
2008  Honda Accord 2.4 iVtec AT,Petrol,157457,2.52
2008  Honda Accord 2.4 iVtec AT,Petrol,215000,5.5
2008  Honda Accord 2.4 iVtec AT,Petrol,43000,2.9
2008  Honda Accord 2.4 iVtec AT,Petrol,157457,2.52
2008  Honda Accord 2.4 iVtec AT,Petrol,137000,4
2008  Honda Accord 2.4 iVtec AT,Petrol,85000,2.25
2008  Honda Accord 2.4 iVtec AT,Petrol,215000,5.5
2008  Honda Accord 2.4 iVtec AT,Petrol,43000,2.9
2008  Honda Accord 2.4 iVtec AT,Petrol,157457,2.52
2008  Honda Accord 2.4 iVtec AT,Petrol,137000,4
2008  Honda Accord 2.4 iVtec AT,Petrol,215000,5.5
2008  Honda Accord 2.4 iVtec AT,Petrol,215000,5.5
2008  Honda Accord 2.4 iVtec AT,Petrol,43000,2.9
2008  Honda Accord 2.4 iVtec AT,Petrol,157457,2.52
2008  Honda Accord 2.4 iVtec MT,Petrol,23000,4.5
2008  Honda Accord 2.4 iVtec MT,Petrol,51000,2.95
2008  Honda Accord 2.4 iVtec MT,Petrol,23000,4.5
2008  Honda Accord 2.4 iVtec MT,Petrol,51000,2.95
2008  Honda Accord 2.4 iVtec MT,Petrol,23000,4.5
2008  Honda Accord 2.4 iVtec MT,Petrol,51000,2.95
2008  Honda Accord 2.4 MT,Petrol,62500,4.5
2008  Honda Accord 2.4 MT,Petrol,25000,2.45
2008  Honda Accord 2.4 MT,Petrol,70000,4
2008  Honda Accord 2.4 MT,Petrol,125000,2.75
2008  Honda Accord 2.4 MT,Petrol,97000,2.5
2008  Honda Accord 2.4 MT,Petrol,62500,4.5
2008  Honda Accord 2.4 MT,Petrol,25000,2.45
2008  Honda Accord 2.4 MT,Petrol,70000,4
2008  Honda City 1.5 S AT,Petrol,81000,3.9
2008  Honda City ZX VTEC,Petrol,71000,2.9
2008  Honda Civic 1.8E MT,Petrol,180000,2
2008  Honda Civic 1.8E MT,Petrol,40000,1.5
2008  Honda Civic 1.8E MT,Petrol,55000,2.25
2008  Honda Civic 1.8E MT,Petrol,45000,2.71
2008  Honda Civic 1.8E MT,Petrol,127000,1.35
2008  Honda Civic 1.8S AT,Petrol,120000,3
2008  Honda Civic 1.8S AT,Petrol,60000,2.5
2008  Honda Civic 1.8S MT,Petrol,45000,3.9
2008  Honda Civic 1.8S MT,Petrol,66000,1.95
2008  Honda Civic 1.8S MT,Petrol,69000,3.11
2008  Honda Civic 1.8S MT,Petrol,45000,3.75
2008  Honda Civic 1.8S MT,Petrol,85000,2.5
2008  Honda Civic 1.8S MT,Petrol,99000,3.6
2008  Honda Civic 1.8S MT,Petrol,78000,2
2008  Honda Civic 1.8S MT,Petrol,36000,3.18
2008  Honda Civic 1.8S MT,Petrol,74000,2.5
2008  Honda Civic 1.8S MT,Petrol,333300,2
2008  Honda Civic 1.8V AT,Petrol,38040,1.52
2008  Honda Civic 1.8V AT,Petrol,120000,2.57
2008  Honda Civic 1.8V AT,Petrol,115683,2.25
2008  Honda Civic 1.8V AT,Petrol,125000,4.75
2008  Honda Civic 1.8V AT,Petrol,120000,1.75
2008  Honda Civic 1.8V MT,Petrol,71661,1.8
2008  Honda Civic 1.8V MT,Petrol,60000,2.5
2008  Honda Civic 1.8V MT,Petrol,88000,2.65
2008  Honda Civic 1.8V MT,Petrol,75000,1.49
2008  Honda Civic 1.8V MT,Petrol,70000,1.1
2008  Honda Civic 1.8V MT,Petrol,71661,1.8
2008  Honda Civic 1.8V MT,Petrol,106028,1.37
2008  Honda Civic 1.8V MT,Petrol,130000,3
2008  Honda Civic 1.8V MT,Petrol,127000,3
2008  Honda Civic 1.8V MT,Petrol,75000,2.7
2008  Honda Civic 1.8V MT,Petrol,80000,3.2
2008  Honda Civic 1.8V MT,Petrol,75650,3.75
2008  Honda Civic 1.8V MT,Petrol,45000,2
2008  Honda Civic 1.8V MT,Petrol,56000,2.75
2008  Honda Civic 1.8V MT,Petrol,100000,2
2008  Honda Civic 1.8V MT,Petrol,64850,1.7
2008  Honda Civic 1.8V MT,Petrol,94000,1.85
2008  Honda Civic 1.8V MT,Petrol,64811,1.7
2008  Honda Civic 1.8V MT,Petrol,74000,1.8
2008  Honda Civic 1.8V MT,Petrol,81200,3.03
2008  Honda Civic 1.8V MT,Petrol,102000,3
2008  Honda Civic 1.8V MT,Petrol,99000,2.25
2008  Honda Civic 1.8V MT,Petrol,80000,3
2008  Honda Civic 1.8V MT,Petrol,69000,2.75
2008  Honda Civic 1.8V MT,Petrol,65000,2.5
2008  Honda Civic 1.8V MT,Petrol,86000,3.4
2008  Honda Civic 1.8V MT,Petrol,160000,2.1
2008  Honda Civic Sport,Petrol,59000,1.8
2008  Honda Civic Sport,Petrol,50598,2.2
2008  Honda CR-V 2.0 2WD,Petrol,82153,3.11
2008  Honda CR-V 2.0 2WD,Petrol,96000,6
2008  Honda CR-V 2.0 2WD,Petrol,78000,3.6
2008  Honda CR-V 2.0 2WD,Petrol,175000,6
2008  Honda CR-V 2.4 AT,Petrol,63000,2
2008  Honda CR-V 2.4 AT,Petrol,63000,3.75
2008  Honda CR-V 2.4 AT,Petrol,75000,2.7
2008  Honda CR-V 2.4 AT,Petrol,26427,3.06
2008  Honda CR-V 2.4 AT,Petrol,119400,8
2008  Honda CR-V 2.4 AT,Petrol,122000,4.59
2008  Honda CR-V 2.4 MT,Petrol,128000,4.9
2008  Hummer H3 SUV,Petrol,56000,65
2008  Hyundai Accent GLE,Petrol,42000,1
2008  Hyundai Accent GLE,Petrol,42000,1
2008  Hyundai Accent GLE,Petrol,74356,2.15
2008  Hyundai Accent GLE,Petrol,111582,1.55
2008  Hyundai Accent GLE,Petrol,42000,1
2008  Hyundai Getz GLS,Petrol,61000,1.99
2008  Hyundai Getz GLS,Petrol,61000,1.99
2008  Hyundai Getz GLS,Petrol,61000,1.99
2008  Hyundai Getz GVS,Petrol,48700,1.75
2008  Hyundai Getz GVS,Petrol,48700,1.75
2008  Hyundai Getz GVS,Petrol,48700,1.75
2008  Hyundai Getz Prime 1.1 GLE,Petrol,34000,2.5
2008  Hyundai Getz Prime 1.1 GLE,Petrol,115000,1.6
2008  Hyundai Getz Prime 1.1 GLE,Petrol,34000,2.5
2008  Hyundai Getz Prime 1.1 GLE,Petrol,115000,1.6
2008  Hyundai Getz Prime 1.1 GLE,Petrol,75000,1.3
2008  Hyundai Getz Prime 1.1 GLE,Petrol,34000,2.5
2008  Hyundai Getz Prime 1.1 GLE,Petrol,115000,1.6
2008  Hyundai Getz Prime 1.1 GLE,Petrol,75000,1.3
2008  Hyundai Getz Prime 1.1 GLE,Petrol,140000,1.6
2008  Hyundai Getz Prime 1.1 GVS,Petrol,145000,2.6
2008  Hyundai Getz Prime 1.1 GVS,Petrol,145000,2.6
2008  Hyundai Getz Prime 1.1 GVS,Petrol,102536,1.4
2008  Hyundai Getz Prime 1.1 GVS,Petrol,150000,1.5
2008  Hyundai Getz Prime 1.1 GVS,Petrol,145000,2.6
2008  Hyundai Getz Prime 1.1 GVS,Petrol,102536,1.4
2008  Hyundai Getz Prime 1.1 GVS,Petrol,150000,1.5
2008  Hyundai Getz Prime 1.1 GVS,Petrol,112000,1.1
2008  Hyundai Getz Prime 1.1 GVS,Petrol,145000,1.5
2008  Hyundai Getz Prime 1.1 GVS,Petrol,57000,2
2008  Hyundai Getz Prime 1.3 GLS,Petrol,79000,1.1
2008  Hyundai Getz Prime 1.3 GLS,Petrol,63000,1.6
2008  Hyundai Getz Prime 1.3 GLS,Petrol,64000,1
2008  Hyundai Getz Prime 1.3 GLS,Petrol,92310,1.5
2008  Hyundai Getz Prime 1.3 GLX,Petrol,109000,2.5
2008  Hyundai Getz Prime 1.3 GLX,Petrol,109000,2.5
2008  Hyundai Getz Prime 1.3 GLX,Petrol,39000,1.5
2008  Hyundai Getz Prime 1.3 GLX,Petrol,96700,1.2
2008  Hyundai Getz Prime 1.3 GLX,Petrol,10400,2.39
2008  Hyundai Getz Prime 1.3 GLX,Petrol,109000,2.5
2008  Hyundai Getz Prime 1.3 GLX,Petrol,39000,1.5
2008  Hyundai Getz Prime 1.3 GLX,Petrol,96700,1.2
2008  Hyundai Getz Prime 1.3 GLX,Petrol,10400,2.39
2008  Hyundai Getz Prime 1.3 GLX,Petrol,148000,1.6
2008  Hyundai Getz Prime 1.3 GVS,Petrol,85000,1.1
2008  Hyundai Getz Prime 1.3 GVS,Petrol,85000,1.1
2008  Hyundai Getz Prime 1.3 GVS,Petrol,85000,1.1
2008  Hyundai Getz Prime 1.3 GVS,Petrol,112000,1
2008  Hyundai Getz Prime 1.5 GVS CRDi,Diesel,82431,2.25
2008  Hyundai Getz Prime 1.5 GVS CRDi,Diesel,105000,2.35
2008  Hyundai Getz Prime 1.5 GVS CRDi,Diesel,82431,2.25
2008  Hyundai Getz Prime 1.5 GVS CRDi,Diesel,105000,2.35
2008  Hyundai Getz Prime 1.5 GVS CRDi,Diesel,82431,2.25
2008  Hyundai Getz Prime 1.5 GVS CRDi,Diesel,105000,2.35
2008  Hyundai i10 Era,Petrol,21500,1.75
2008  Hyundai i10 Era,Petrol,92000,1.95
2008  Hyundai i10 Sportz 1.2,Petrol,82778,1.88
2008  Hyundai i10 Sportz 1.2,Petrol,82778,1.88
2008  Hyundai Santro Xing GL,Petrol,19985,2.45
2008  Hyundai Santro Xing GL,Petrol,64852,1.6
2008  Hyundai Santro Xing GLS,Petrol,63000,1.2
2008  Hyundai Santro Xing GLS,Petrol,54000,2
2008  Hyundai Santro Xing GLS,Petrol,60000,1.8
2008  Hyundai Sonata Embera 2.0 CRDi,Diesel,80000,3
2008  Hyundai Sonata Embera 2.0 CRDi,Diesel,80000,3
2008  Hyundai Sonata Embera 2.0 CRDi,Diesel,80000,3
2008  Hyundai Sonata Embera 2.0 CRDi AT,Diesel,190000,4
2008  Hyundai Sonata Embera 2.0 CRDi AT,Diesel,190000,4
2008  Hyundai Sonata Embera 2.0 CRDi AT,Diesel,190000,4
2008  Hyundai Sonata Embera AT(Leather),Petrol,140000,4
2008  Hyundai Sonata Embera AT(Leather),Petrol,140000,4
2008  Hyundai Sonata Embera AT(Leather),Petrol,140000,4
2008  Hyundai Sonata Embera MT(Leather),Petrol,78000,3.5
2008  Hyundai Sonata Embera MT(Leather),Petrol,78000,3.5
2008  Hyundai Sonata Embera MT(Leather),Petrol,78000,3.5
2008  Hyundai Tucson CRDi,Diesel,117000,3
2008  Hyundai Tucson CRDi,Diesel,117000,3
2008  Hyundai Tucson CRDi,Diesel,117000,3
2008  Hyundai Tucson CRDi,Diesel,117000,3
2008  Hyundai Tucson CRDi,Diesel,117000,3
2008  ICML Rhino Rx Delite CRDfi DAC 7-Str BS-III,Diesel,225000,1.5
2008  Mahindra Armada Grand 2WD,Diesel,110852,4.5
2008  Mahindra Armada Grand 2WD,Diesel,10000,1.5
2008  Mahindra Bolero DI BS III,Diesel,40000,2.95
2008  Mahindra Bolero Diz,Diesel,158000,2.1
2008  Mahindra Bolero SLE,Diesel,75000,3.95
2008  Mahindra Bolero SLE,Diesel,76000,4
2008  Mahindra Bolero SLE,Diesel,224000,1.5
2008  Mahindra Bolero SLX 4WD,Diesel,176186,4
2008  Mahindra Bolero XL 10 Str Non-AC,Diesel,90000,1.4
2008  Mahindra Bolero XLS 7 Str,Diesel,150000,3.1
2008  Mahindra Marshal DI,Diesel,108000,3.5
2008  Mahindra Marshal DI,Diesel,220000,0.9
2008  Mahindra-Renault Logan Edge Connect 1.4 GLX,Petrol,120000,1.4
2008  Mahindra-Renault Logan Edge DLS 1.5 ABS,Diesel,192847,1.25
2008  Mahindra-Renault Logan GLE 1.4,Petrol,122000,1.5
2008  Mahindra-Renault Logan GLS 1.6,Petrol,40000,1.2
2008  Mahindra-Renault Logan GLS 1.6,Petrol,80000,1
2008  Mahindra-Renault Logan GLX 1.4,Petrol,78720,2
2008  Mahindra-Renault Logan GLX 1.4,Petrol,98000,2
2008  Mahindra-Renault Logan GLX 1.4,Petrol,189000,0.65
2008  Mahindra-Renault Logan GLX 1.4,Petrol,45000,1.2
2008  Mahindra-Renault Logan GLX 1.4,Petrol,94500,1
2008  Mahindra Scorpio 2.6 Turbo 7 Str,Diesel,89000,4
2008  Mahindra Scorpio LX 2.6 Turbo,Diesel,161490,2.92
2008  Mahindra Scorpio SLX 2.6 Turbo 7 Str,Diesel,88631,2.54
2008  Maruti Suzuki 1000 AC,Petrol,38000,0.85
2008  Maruti Suzuki 1000 AC,Petrol,110000,0.7
2008  Maruti Suzuki 1000 AC,Petrol,140000,0.8
2008  Maruti Suzuki 1000 AC,Petrol,100000,1
2008  Maruti Suzuki 1000 AC,Petrol,50000,1
2008  Maruti Suzuki 1000 AC,Petrol,71400,1
2008  Maruti Suzuki 1000 Std,Petrol,10000,1
2008  Maruti Suzuki 1000 Std,Petrol,50000,0.5
2008  Maruti Suzuki 800 AC,Petrol,57412,0.79
2008  Maruti Suzuki 800 AC,Petrol,86000,0.9
2008  Maruti Suzuki 800 AC,Petrol,75000,0.8
2008  Maruti Suzuki 800 AC,Petrol,70000,1
2008  Maruti Suzuki 800 AC,Petrol,54000,0.5
2008  Maruti Suzuki 800 AC,Petrol,39000,0.275
2008  Maruti Suzuki 800 AC,Petrol,110000,0.9
2008  Maruti Suzuki 800 AC,Petrol,96000,1.9
2008  Maruti Suzuki 800 AC,Petrol,155000,0.8
2008  Maruti Suzuki 800 AC,Petrol,200000,1
2008  Maruti Suzuki 800 AC,Petrol,69000,0.8
2008  Maruti Suzuki 800 AC,Petrol,93000,1.2
2008  Maruti Suzuki 800 AC,Petrol,139000,0.8
2008  Maruti Suzuki 800 AC,Petrol,100500,0.6
2008  Maruti Suzuki 800 AC,Petrol,75000,0.75
2008  Maruti Suzuki 800 AC,Petrol,5000,0.45
2008  Maruti Suzuki 800 AC BS-III,Petrol,23000,0.65
2008  Maruti Suzuki 800 AC BS-III,Petrol,80000,1.1
2008  Maruti Suzuki 800 AC BS-III,Petrol,65000,1.4
2008  Maruti Suzuki 800 AC BS-III,Petrol,80000,1.25
2008  Maruti Suzuki 800 AC BS-III,Petrol,123000,1
2008  Maruti Suzuki 800 AC Uniq,Petrol,89100,0.99
2008  Maruti Suzuki 800 AC Uniq,Petrol,287034,1
2008  Maruti Suzuki 800 Duo AC LPG,LPG,50000,0.8
2008  Maruti Suzuki 800 STD,Petrol,81000,0.85
2008  Maruti Suzuki 800 STD,Petrol,60912,0.8
2008  Maruti Suzuki 800 STD,Petrol,84000,0.5
2008  Maruti Suzuki 800 STD,Petrol,90000,0.85
2008  Maruti Suzuki 800 STD,Petrol,85000,0.85
2008  Maruti Suzuki 800 STD,Petrol,85000,0.6
2008  Maruti Suzuki 800 STD,Petrol,75000,1.3
2008  Maruti Suzuki 800 STD,Petrol,134000,1.5
2008  Maruti Suzuki 800 STD,Petrol,23500,1.2
2008  Maruti Suzuki 800 Std BS-III,Petrol,63000,1.35
2008  Maruti Suzuki 800 Std MPFi,Petrol,110000,1
2008  Maruti Suzuki Alto LXi BS-III,Petrol,68000,1.9
2008  Maruti Suzuki A-Star Lxi,Petrol,105000,1.2
2008  Maruti Suzuki A-Star Lxi,Petrol,45224,0.98
2008  Maruti Suzuki A-Star Vxi,Petrol,109000,2.5
2008  Maruti Suzuki A-Star Vxi,Petrol,58000,1.5
2008  Maruti Suzuki A-Star Vxi,Petrol,70000,2.3
2008  Maruti Suzuki A-Star Vxi,Petrol,45000,1.8
2008  Maruti Suzuki A-Star Vxi,Petrol,198525,2.8
2008  Maruti Suzuki A-Star Zxi,Petrol,25000,2
2008  Maruti Suzuki A-Star Zxi,Petrol,74500,1.75
2008  Maruti Suzuki A-Star Zxi,Petrol,9999,2
2008  Maruti Suzuki Esteem LX BS-III,Petrol,100000,1
2008  Maruti Suzuki Esteem LXi BS-III,Petrol,600000,1.9
2008  Maruti Suzuki Esteem LXi BS-III,Petrol,102000,2
2008  Maruti Suzuki Esteem LXi BS-III,Petrol,70000,1.9
2008  Maruti Suzuki Esteem LXi BS-III,Petrol,80000,1.5
2008  Maruti Suzuki Esteem VXi BS-III,Petrol,105000,0.85
2008  Maruti Suzuki Estilo LX,Petrol,78000,1.41
2008  Maruti Suzuki Estilo LX,Petrol,95000,1.39
2008  Maruti Suzuki Estilo LX,Petrol,57530,1.1
2008  Maruti Suzuki Estilo LX,Petrol,21500,1.4
2008  Maruti Suzuki Estilo LX,Petrol,45000,1
2008  Maruti Suzuki Estilo LX,Petrol,60000,1.5
